x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,STN_ID
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.1.31,1/31/2021 0:00,ON,2021,1,31,-7.3,,-10.4,,-4.2,,0,,,,,,,,7,,58,,0,,25.3,,62,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.1,2/1/2021 0:00,ON,2021,2,1,-6.6,,-10.4,,-2.7,,0,,,,,,,,6,,37,,0,,24.6,,46,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.2,2/2/2021 0:00,ON,2021,2,2,-6,,-10.6,,-1.4,,0,,,,,,,,32,,48,,0,,24,,48,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.3,2/3/2021 0:00,ON,2021,2,3,-5,,-8.5,,-1.5,,0,,,,,,,,33,,48,,0,,23,,60,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.4,2/4/2021 0:00,ON,2021,2,4,-6.1,,-13.2,,1.1,,1.5,,,,,,,,13,,41,,0,,24.1,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.5,2/5/2021 0:00,ON,2021,2,5,-4.5,,-9.8,,0.9,,,M,,,,,,,23,,68,,0,,22.5,,67,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.6,2/6/2021 0:00,ON,2021,2,6,-9.3,,-10.8,,-7.7,,0,,,,,,,,23,,58,,0,,27.3,,63,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.7,2/7/2021 0:00,ON,2021,2,7,-13.3,,-17.4,,-9.1,,0,,,,,,,,28,,50,,0,,31.3,,59,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.8,2/8/2021 0:00,ON,2021,2,8,-12.7,,-15.6,,-9.8,,0.2,,,,,,,,,M,,M,0,,30.7,,58,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.9,2/9/2021 0:00,ON,2021,2,9,-10.7,,-15.1,,-6.3,,0,,,,,,,,28,,32,,0,,28.7,,68,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.10,2/10/2021 0:00,ON,2021,2,10,-13.1,,-18.1,,-8,,0,,,,,,,,,M,,M,0,,31.1,,61,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.11,2/11/2021 0:00,ON,2021,2,11,-11,,-15.7,,-6.3,,0,,,,,,,,,M,,M,0,,29,,54,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.12,2/12/2021 0:00,ON,2021,2,12,-13.2,,-17.2,,-9.2,,0,,,,,,,,,M,,M,0,,31.2,,64,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.13,2/13/2021 0:00,ON,2021,2,13,-12.6,,-15.7,,-9.4,,0,,,,,,,,7,,41,,0,,30.6,,56,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.14,2/14/2021 0:00,ON,2021,2,14,-12.9,,-19.7,,-6.1,,0,,,,,,,,,M,,M,0,,30.9,,61,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.15,2/15/2021 0:00,ON,2021,2,15,-8.3,,-11.5,,-5.1,,1.9,,,,,,,,3,,42,,0,,26.3,,64,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.16,2/16/2021 0:00,ON,2021,2,16,-14.3,,-20.5,,-8.1,,2.1,,,,,,,,3,,45,,0,,32.3,,65,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.17,2/17/2021 0:00,ON,2021,2,17,-13.7,,-21,,-6.3,,0,,,,,,,,,M,,M,0,,31.7,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.18,2/18/2021 0:00,ON,2021,2,18,-9,,-13.2,,-4.7,,0.2,,,,,,,,7,,33,,0,,27,,70,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.19,2/19/2021 0:00,ON,2021,2,19,-7.5,,-10.9,,-4.1,,0.4,,,,,,,,,M,,M,0,,25.5,,73,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.20,2/20/2021 0:00,ON,2021,2,20,-11.1,,-18.4,,-3.7,,0,,,,,,,,28,,39,,0,,29.1,,59,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.21,2/21/2021 0:00,ON,2021,2,21,-12.9,,-22,,-3.8,,0,,,,,,,,,M,,M,0,,30.9,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.22,2/22/2021 0:00,ON,2021,2,22,-1.7,,-5.1,,1.8,,2.3,,,,,,,,23,,52,,0,,19.7,,70,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.23,2/23/2021 0:00,ON,2021,2,23,0.8,,-1.9,,3.5,,0.2,,,,,,,,29,,55,,0,,17.2,,76,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.24,2/24/2021 0:00,ON,2021,2,24,1.7,,-3.5,,6.8,,0,,,,,,,,28,,61,,0,,16.3,,60,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.25,2/25/2021 0:00,ON,2021,2,25,-2.9,,-4.9,,-0.9,,0,,,,,,,,29,,59,,0,,20.9,,57,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.26,2/26/2021 0:00,ON,2021,2,26,-5.2,,-11.9,,1.5,,0,,,,,,,,14,,33,,0,,23.2,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.27,2/27/2021 0:00,ON,2021,2,27,-1.5,,-6,,3.1,,6.2,,,,,,,,26,,50,,0,,19.5,,73,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.2.28,2/28/2021 0:00,ON,2021,2,28,1.6,,-2.8,,5.9,,0.9,,,,,,,,28,,61,,0,,16.4,,86,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.1,3/1/2021 0:00,ON,2021,3,1,-3.8,,-11,,3.5,,0,,,,,,,,30,,72,,0,,21.8,,57,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.2,3/2/2021 0:00,ON,2021,3,2,-7.3,,-13,,-1.5,,0,,,,,,,,24,,46,,0,,25.3,,57,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.3,3/3/2021 0:00,ON,2021,3,3,0.8,,-3,,4.5,,0,,,,,,,,24,,41,,0,,17.2,,67,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.4,3/4/2021 0:00,ON,2021,3,4,-5.2,,-10.8,,0.4,,,M,,,,,,,35,,48,,0,,23.2,,55,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.5,3/5/2021 0:00,ON,2021,3,5,-5.6,,-11,,-0.2,,0.2,,,,,,,,30,,68,,0,,23.6,,50,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.6,3/6/2021 0:00,ON,2021,3,6,-6.1,,-10.1,,-2,,0,,,,,,,,30,,45,,0,,24.1,,52,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.7,3/7/2021 0:00,ON,2021,3,7,-8.2,,-13.7,,-2.7,,0,,,,,,,,35,,33,,0,,26.2,,45,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.8,3/8/2021 0:00,ON,2021,3,8,-2.9,,-12.9,,7.1,,,M,,,,,,,18,,45,,0,,20.9,,49,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.9,3/9/2021 0:00,ON,2021,3,9,3.1,,-3.1,,9.2,,,M,,,,,,,,M,,M,0,,14.9,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.10,3/10/2021 0:00,ON,2021,3,10,6.2,,-3.9,,16.3,,,M,,,,,,,21,,45,,0,,11.8,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.11,3/11/2021 0:00,ON,2021,3,11,10.9,,3.4,,18.4,,,M,,,,,,,22,,72,,0,,7.1,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.12,3/12/2021 0:00,ON,2021,3,12,,M,,M,,M,,M,,,,,,,30,,67,,,M,,M,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.13,3/13/2021 0:00,ON,2021,3,13,-1.3,,-7.5,,4.9,,0,,,,,,,,28,,48,,0,,19.3,,40,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.14,3/14/2021 0:00,ON,2021,3,14,-2.1,,-6.6,,2.5,,0,,,,,,,,33,,58,,0,,20.1,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.15,3/15/2021 0:00,ON,2021,3,15,-4.5,,-9.4,,0.5,,0,,,,,,,,9,,37,,0,,22.5,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.16,3/16/2021 0:00,ON,2021,3,16,0.3,,-3.3,,3.9,,0,,,,,,,,6,,42,,0,,17.7,,48,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.17,3/17/2021 0:00,ON,2021,3,17,5.8,,-0.4,,11.9,,0,,,,,,,,,M,,M,0,,12.2,,50,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.18,3/18/2021 0:00,ON,2021,3,18,1.3,,-3.4,,5.9,,0,,,,,,,,4,,46,,0,,16.7,,30,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.19,3/19/2021 0:00,ON,2021,3,19,-0.2,,-6.4,,6,,0,,,,,,,,3,,33,,0,,18.2,,26,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.20,3/20/2021 0:00,ON,2021,3,20,3.2,,-7,,13.4,,0,,,,,,,,,M,,M,0,,14.8,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.21,3/21/2021 0:00,ON,2021,3,21,5.1,,-6.7,,16.8,,0,,,,,,,,20,,33,,0,,12.9,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.22,3/22/2021 0:00,ON,2021,3,22,7.1,,-5.2,,19.3,,0,,,,,,,,20,,39,,0,,10.9,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.23,3/23/2021 0:00,ON,2021,3,23,8.4,,-2.2,,19,,0,,,,,,,,14,,35,,0,,9.6,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.24,3/24/2021 0:00,ON,2021,3,24,13.2,,6.8,,19.6,,0,,,,,,,,18,,42,,0,,4.8,,,M,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.25,3/25/2021 0:00,ON,2021,3,25,12.9,,5.3,,20.5,,1,,,,,,,,22,,42,,0,,5.1,,42,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.26,3/26/2021 0:00,ON,2021,3,26,5.7,,2.7,,8.6,,26,,,,,,,,34,,68,,0,,12.3,,81,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.27,3/27/2021 0:00,ON,2021,3,27,6.8,,2.8,,10.8,,0,,,,,,,,11,,32,,0,,11.2,,72,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.28,3/28/2021 0:00,ON,2021,3,28,4.3,,-0.2,,8.7,,5.6,,,,,,,,29,,76,,0,,13.7,,84,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.29,3/29/2021 0:00,ON,2021,3,29,2.3,,-1.7,,6.3,,0,,,,,,,,27,,48,,0,,15.7,,49,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.30,3/30/2021 0:00,ON,2021,3,30,9,,-0.7,,18.7,,0,,,,,,,,21,,72,,0,,9,,27,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.3.31,3/31/2021 0:00,ON,2021,3,31,6.5,,-1.5,,14.4,,0,,,,,,,,28,,48,,0,,11.5,,44,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.1,4/1/2021 0:00,ON,2021,4,1,-2,,-4.9,,0.9,,0,,,,,,,,33,,55,,0,,20,,43,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.2,4/2/2021 0:00,ON,2021,4,2,-1.5,,-6.9,,3.9,,0,,,,,,,,33,,46,,0,,19.5,,28,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.3,4/3/2021 0:00,ON,2021,4,3,0.7,,-7.9,,9.3,,0.2,,,,,,,,21,,54,,0,,17.3,,33,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.4,4/4/2021 0:00,ON,2021,4,4,5.9,,-4,,15.7,,0,,,,,,,,36,,32,,0,,12.1,,32,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.5,4/5/2021 0:00,ON,2021,4,5,6.2,,-0.4,,12.8,,2.5,,,,,,,,,M,,M,0,,11.8,,36,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.6,4/6/2021 0:00,ON,2021,4,6,8.9,,-1,,18.7,,,M,,,,,,,14,,32,,0,,9.1,,40,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.7,4/7/2021 0:00,ON,2021,4,7,10.8,,2.1,,19.4,,0,,,,,,,,9,,33,,0,,7.2,,22,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.8,4/8/2021 0:00,ON,2021,4,8,15.3,,7,,23.6,,0,,,,,,,,20,,48,,0,,2.7,,41,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.9,4/9/2021 0:00,ON,2021,4,9,16.5,,11.1,,21.9,,1.5,,,,,,,,18,,39,,0,,1.5,,37,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.10,4/10/2021 0:00,ON,2021,4,10,15.5,,8.5,,22.4,,0,,,,,,,,14,,41,,0,,2.5,,52,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.11,4/11/2021 0:00,ON,2021,4,11,14.4,,9.8,,18.9,,27.7,,,,,,,,13,,41,,0,,3.6,,52,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.12,4/12/2021 0:00,ON,2021,4,12,9.5,,6.3,,12.6,,7.8,,,,,,,,8,,33,,0,,8.5,,85,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.13,4/13/2021 0:00,ON,2021,4,13,10.1,,3.8,,16.4,,2,,,,,,,,25,,32,,0,,7.9,,36,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.14,4/14/2021 0:00,ON,2021,4,14,8.9,,3.2,,14.6,,0,,,,,,,,21,,39,,0,,9.1,,41,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.15,4/15/2021 0:00,ON,2021,4,15,3.3,,0.4,,6.2,,0.9,,,,,,,,28,,42,,0,,14.7,,73,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.16,4/16/2021 0:00,ON,2021,4,16,4.1,,2.3,,5.8,,0,,,,,,,,32,,42,,0,,13.9,,75,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.17,4/17/2021 0:00,ON,2021,4,17,7.7,,3,,12.4,,0,,,,,,,,,M,,M,0,,10.3,,59,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.18,4/18/2021 0:00,ON,2021,4,18,7.5,,0.3,,14.6,,0,,,,,,,,24,,45,,0,,10.5,,34,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.19,4/19/2021 0:00,ON,2021,4,19,7.3,,-2.3,,16.9,,3.7,,,,,,,,29,,55,,0,,10.7,,39,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.20,4/20/2021 0:00,ON,2021,4,20,1.1,,-1.4,,3.5,,0.2,,,,,,,,28,,45,,0,,16.9,,61,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.21,4/21/2021 0:00,ON,2021,4,21,-1.3,,-4.7,,2.1,,0,,,,,,,,29,,52,,0,,19.3,,52,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.22,4/22/2021 0:00,ON,2021,4,22,0.7,,-4.2,,5.6,,0,,,,,,,,28,,54,,0,,17.3,,42,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.23,4/23/2021 0:00,ON,2021,4,23,7.4,,-2.8,,17.5,,0,,,,,,,,26,,52,,0,,10.6,,26,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.24,4/24/2021 0:00,ON,2021,4,24,8.2,,-0.5,,16.9,,0,,,,,,,,21,,35,,0,,9.8,,35,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.25,4/25/2021 0:00,ON,2021,4,25,4.2,,-1.5,,9.8,,0.7,,,,,,,,31,,54,,0,,13.8,,65,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.26,4/26/2021 0:00,ON,2021,4,26,3.4,,-3,,9.8,,0,,,,,,,,,M,,M,0,,14.6,,30,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.27,4/27/2021 0:00,ON,2021,4,27,10.8,,3.8,,17.8,,0.5,,,,,,,,,M,,M,0,,7.2,,42,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.28,4/28/2021 0:00,ON,2021,4,28,14.6,,6,,23.2,,1.5,,,,,,,,28,,45,,0,,3.4,,64,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.29,4/29/2021 0:00,ON,2021,4,29,8.4,,6.1,,10.6,,11,,,,,,,,29,,39,,0,,9.6,,88,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.4.30,4/30/2021 0:00,ON,2021,4,30,4.6,,1.6,,7.5,,0.2,,,,,,,,33,,74,,0,,13.4,,45,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.1,5/1/2021 0:00,ON,2021,5,1,5.8,,-2.4,,14,,0,,,,,,,,20,,59,,0,,12.2,,29,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.2,5/2/2021 0:00,ON,2021,5,2,12.1,,4.9,,19.2,,0,,,,,,,,9,,39,,0,,5.9,,46,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.3,5/3/2021 0:00,ON,2021,5,3,10.1,,7.1,,13.1,,3.4,,,,,,,,8,,35,,0,,7.9,,76,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.4,5/4/2021 0:00,ON,2021,5,4,10.4,,6.7,,14,,2.8,,,,,,,,31,,39,,0,,7.6,,91,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.5,5/5/2021 0:00,ON,2021,5,5,5.8,,1.4,,10.2,,0,,,,,,,,31,,45,,0,,12.2,,67,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.6,5/6/2021 0:00,ON,2021,5,6,6.5,,0.1,,12.8,,0,,,,,,,,30,,37,,0,,11.5,,35,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.7,5/7/2021 0:00,ON,2021,5,7,6.4,,1.8,,10.9,,0,,,,,,,,,M,,M,0,,11.6,,50,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.8,5/8/2021 0:00,ON,2021,5,8,7.3,,1.4,,13.2,,0,,,,,,,,32,,41,,0,,10.7,,54,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.9,5/9/2021 0:00,ON,2021,5,9,4.8,,-1.3,,10.9,,0,,,,,,,,,M,,M,0,,13.2,,43,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.10,5/10/2021 0:00,ON,2021,5,10,6.4,,0.2,,12.5,,0,,,,,,,,28,,45,,0,,11.6,,48,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.11,5/11/2021 0:00,ON,2021,5,11,4.6,,-0.1,,9.2,,0,,,,,,,,30,,48,,0,,13.4,,56,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.12,5/12/2021 0:00,ON,2021,5,12,9,,0.8,,17.2,,0,,,,,,,,34,,42,,0,,9,,25,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.13,5/13/2021 0:00,ON,2021,5,13,10.7,,1.8,,19.5,,0,,,,,,,,29,,35,,0,,7.3,,31,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.14,5/14/2021 0:00,ON,2021,5,14,10,,-0.8,,20.8,,0,,,,,,,,28,,33,,0,,8,,22,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.15,5/15/2021 0:00,ON,2021,5,15,11.6,,1.6,,21.6,,0,,,,,,,,25,,35,,0,,6.4,,24,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.16,5/16/2021 0:00,ON,2021,5,16,12.1,,2.8,,21.4,,0,,,,,,,,,M,,M,0,,5.9,,33,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.17,5/17/2021 0:00,ON,2021,5,17,13.1,,2.8,,23.4,,0,,,,,,,,,M,,M,0,,4.9,,32,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.18,5/18/2021 0:00,ON,2021,5,18,15.7,,5.1,,26.3,,0,,,,,,,,26,,32,,0,,2.3,,32,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.19,5/19/2021 0:00,ON,2021,5,19,16.7,,5.9,,27.4,,0,,,,,,,,14,,32,,0,,1.3,,29,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.20,5/20/2021 0:00,ON,2021,5,20,20.4,,11.1,,29.6,,0,,,,,,,,,M,,M,2.4,,0,,37,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.21,5/21/2021 0:00,ON,2021,5,21,20.9,,11.8,,30,,0,,,,,,,,22,,39,,2.9,,0,,35,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.22,5/22/2021 0:00,ON,2021,5,22,21,,17.1,,24.8,,0,,,,,,,,26,,42,,3,,0,,66,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.23,5/23/2021 0:00,ON,2021,5,23,19,,13.2,,24.7,,0,,,,,,,,30,,37,,1,,0,,58,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.24,5/24/2021 0:00,ON,2021,5,24,17.7,,10.8,,24.6,,0,,,,,,,,,M,,M,0,,0.3,,42,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.25,5/25/2021 0:00,ON,2021,5,25,21.8,,12,,31.5,,0,,,,,,,,23,,54,,3.8,,0,,35,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.26,5/26/2021 0:00,ON,2021,5,26,14.9,,6.3,,23.4,,6.5,,,,,,,,25,,58,,0,,3.1,,63,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.27,5/27/2021 0:00,ON,2021,5,27,9.9,,3.2,,16.6,,0,,,,,,,,,M,,M,0,,8.1,,46,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.28,5/28/2021 0:00,ON,2021,5,28,5.2,,2.2,,8.1,,17.8,,,,,,,,6,,45,,0,,12.8,,59,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.29,5/29/2021 0:00,ON,2021,5,29,9,,1.4,,16.5,,0,,,,,,,,7,,48,,0,,9,,36,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.30,5/30/2021 0:00,ON,2021,5,30,9.5,,0.1,,18.9,,0,,,,,,,,7,,32,,0,,8.5,,34,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.5.31,5/31/2021 0:00,ON,2021,5,31,12,,1.5,,22.4,,0,,,,,,,,24,,41,,0,,6,,33,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.6.1,6/1/2021 0:00,ON,2021,6,1,16,,8.2,,23.8,,0,,,,,,,,28,,39,,0,,2,,30,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.6.2,6/2/2021 0:00,ON,2021,6,2,15.7,,6.5,,24.9,,7.5,,,,,,,,20,,35,,0,,2.3,,37,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.6.3,6/3/2021 0:00,ON,2021,6,3,19.2,,14.7,,23.6,,1.2,,,,,,,,,M,,M,1.2,,0,,63,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2021.6.4,6/4/2021 0:00,ON,2021,6,4,20,,12.4,,27.5,,0,,,,,,,,23,,41,,2,,0,,48,,48569
